CustomerKey;FullName;Sex;BirthDate;Age;YearlyIncome;TotalChildren;City;CountryRegionName;DateFirstPurchase
18047;Latasha Alvarez;Female;1979-08-09;45;30000,00;0;Bonn;Germany;2021-12-29
18048;Alisha Sun;Female;1980-04-04;44;30000,00;0;Berks;United Kingdom;2023-11-18
18049;Patrick Watson;Male;1977-11-20;47;40000,00;4;Lynnwood;United States;2023-09-13
18050;Sara Cooper;Female;1966-12-06;58;60000,00;1;Oakland;United States;2023-09-09
18051;Caroline Price;Female;1967-05-07;57;60000,00;1;Shawnee;Canada;2023-12-02
18052;Maria Young;Female;1972-08-06;52;60000,00;1;San Francisco;United States;2023-09-17
18053;Stefanie Smith;Female;1966-04-06;58;40000,00;0;Charlotte;United States;2023-02-11
18054;Jake Zeng;Male;1971-10-03;53;40000,00;0;Cliffside;Canada;2023-04-23
18055;Trevor Harrison;Male;1972-12-31;52;50000,00;0;Langford;Canada;2023-02-12
18056;Haley Price;Female;1978-09-06;46;60000,00;0;El Cajon;United States;2023-09-06
18057;Logan Washington;Male;1983-10-01;41;60000,00;0;Lakewood;United States;2023-09-02
18058;Riley Patterson;Female;1933-09-01;91;20000,00;3;Berkeley;United States;2023-09-03
18059;Bailey Gonzalez;Female;1965-11-11;59;60000,00;1;Walla Walla;United States;2023-09-07
18060;Sara Carter;Female;1965-10-08;59;60000,00;1;Redmond;United States;2023-09-01
18061;Jesse Bailey;Male;1955-01-06;69;40000,00;4;Daly City;United States;2023-07-14
18062;Dylan Anderson;Male;1961-01-14;63;70000,00;4;San Gabriel;United States;2023-09-22
18063;Alexandria Ward;Female;1955-06-16;69;70000,00;4;San Carlos;United States;2023-03-26
18064;Catherine Rivera;Female;1950-07-07;74;40000,00;4;Lakewood;United States;2023-03-22
18065;Julia Brown;Female;1950-10-15;74;70000,00;5;Haney;Canada;2023-09-04
18066;Steve He;Male;1951-07-16;73;70000,00;5;Beverly Hills;United States;2023-11-12
18067;Jackson King;Male;1952-02-07;72;70000,00;5;Portland;United States;2023-11-17
18068;Ethan Walker;Male;1952-05-22;72;70000,00;5;Woodland Hills;United States;2023-10-31
18069;Elijah Hill;Male;1951-12-23;73;70000,00;5;El Cajon;United States;2023-08-01
18070;Alyssa Martinez;Female;1951-08-04;73;60000,00;4;Santa Monica;United States;2024-01-23
18071;Katelyn Campbell;Female;1957-08-09;67;60000,00;4;Grossmont;United States;2023-04-25
18072;Maria Perez;Female;1952-01-31;72;60000,00;4;W. Linn;United States;2023-09-07
18073;Robert Chen;Male;1952-02-11;72;60000,00;4;San Gabriel;United States;2024-01-20
18074;Julia Hall;Female;1952-10-14;72;70000,00;2;Lynnwood;United States;2023-07-19
18075;Courtney Adams;Female;1952-07-07;72;70000,00;2;Torrance;United States;2023-11-05
18076;Andre Mehta;Male;1969-04-11;55;70000,00;2;Chula Vista;United States;2023-10-29
18077;Philip Ruiz;Male;1958-08-11;66;70000,00;2;Cliffside;Canada;2023-05-30
18078;Ruben Srini;Male;1952-10-17;72;70000,00;2;Cliffside;Canada;2023-03-27
18079;Victoria Martin;Female;1952-11-11;72;60000,00;5;La Jolla;United States;2023-09-16
18080;Paige Richardson;Female;1953-05-12;71;60000,00;5;Novato;United States;2023-09-04
18081;Amanda Parker;Female;1953-11-21;71;40000,00;2;Port Hammond;Canada;2023-07-12
18082;Steven Sanchez;Male;1965-04-09;59;60000,00;2;Edmonds;United States;2023-11-08
18083;Osarumwense Agbonile;Male;1953-10-16;71;60000,00;2;Issaquah;United States;2023-06-30
18084;Jessica Diaz;Female;1953-10-05;71;60000,00;2;Redmond;United States;2023-09-19
18085;Christy Nath;Female;1954-02-16;70;60000,00;2;Colma;United States;2023-09-27
18086;Jaclyn Zeng;Female;1954-04-07;70;60000,00;2;Concord;United States;2023-09-11
18087;Marcus Long;Male;1954-01-14;70;60000,00;2;Grossmont;United States;2023-08-29
18088;Seth Stewart;Male;1953-07-22;71;60000,00;2;Lincoln Acres;United States;2023-09-12
18089;Melanie Gonzales;Female;1955-03-13;69;40000,00;2;Langford;Canada;2023-11-29
18090;Lucas Smith;Male;1960-09-01;64;40000,00;2;Langley;Canada;2023-04-21
18091;Chase Bell;Male;1960-05-09;64;40000,00;2;Metchosin;Canada;2023-12-05
18092;Eduardo Baker;Male;1954-09-13;70;40000,00;2;N. Vancouver;Canada;2023-12-02
18093;Grace Johnson;Female;1955-05-05;69;60000,00;2;Salem;United States;2023-06-16
18094;Roy Alonso;Male;1955-01-01;69;60000,00;2;Bellflower;United States;2023-02-19
18095;Thomas Campbell;Male;1955-05-12;69;60000,00;2;Beverly Hills;United States;2023-02-05
18096;Ariana Kelly;Female;1954-08-30;70;60000,00;2;Beverly Hills;United States;2023-09-06
18097;Sydney Stewart;Female;1961-08-15;63;60000,00;2;Renton;United States;2023-03-22
18098;Edward Lee;Male;1956-05-08;68;60000,00;2;W. Linn;United States;2023-09-06
18099;Marcus Edwards;Male;1961-05-06;63;60000,00;2;Glendale;United States;2023-06-10
18100;Kyle Li;Male;1956-04-06;68;70000,00;4;Newport Beach;United States;2023-07-17
18101;Bailey Turner;Female;1955-10-26;69;70000,00;4;Novato;United States;2023-11-18
18102;Nicholas Lewis;Male;1955-11-16;69;80000,00;3;Spring Valley;United States;2023-02-04
18103;Chelsea Gonzalez;Female;1956-12-21;68;60000,00;2;Cliffside;Canada;2023-12-10
18104;Taylor Coleman;Female;1956-12-20;68;60000,00;2;Tacoma;United States;2023-04-02
18105;Destiny Brooks;Female;1962-02-08;62;60000,00;2;W. Linn;United States;2023-03-26
18106;Carson Alexander;Male;1957-04-13;67;60000,00;2;Bellflower;United States;2023-04-21
18107;Laura Liang;Female;1956-10-09;68;60000,00;2;Burlingame;United States;2024-01-03
18108;Colin Gao;Male;1957-01-31;67;60000,00;2;Colma;United States;2023-09-01
18109;Samuel Campbell;Male;1956-08-26;68;60000,00;2;La Jolla;United States;2023-02-23
18110;Austin Li;Male;1962-05-20;62;60000,00;2;Long Beach;United States;2023-02-03
18111;Timothy Morris;Male;1962-05-24;62;70000,00;4;Mill Valley;United States;2023-02-15
18112;Sophia Gonzalez;Female;1956-11-19;68;70000,00;4;San Francisco;United States;2023-06-10
18113;Abigail Simmons;Female;1956-08-26;68;70000,00;4;Torrance;United States;2023-11-07
18114;Alexandria Foster;Female;1963-02-19;61;70000,00;2;West Covina;United States;2024-01-14
18115;Richard Young;Male;1958-06-15;66;70000,00;2;Seattle;United States;2023-11-23
18116;Thomas Li;Male;1958-01-09;66;70000,00;2;N. Vancouver;Canada;2023-10-12
18117;Fernando Washington;Male;1969-01-18;55;60000,00;2;Redmond;United States;2023-12-23
18118;Megan Reed;Female;1957-10-22;67;60000,00;2;Newton;Canada;2023-11-29
18119;Shawn Nath;Male;1963-05-07;61;60000,00;2;Colma;United States;2023-10-19
18120;Isabella Martin;Female;1957-12-25;67;60000,00;2;Berkeley;United States;2023-09-06
18121;Madeline Young;Female;1974-10-20;50;60000,00;2;Spokane;United States;2023-09-16
18122;Justin Hughes;Male;1959-03-31;65;70000,00;4;Langley;Canada;2023-10-25
18123;Emily Hughes;Female;1964-04-12;60;70000,00;4;Downey;United States;2023-03-03
18124;Calvin Chander;Male;1975-05-01;49;130000,00;2;Neunkirchen;Germany;2023-09-16
18125;Leah Cai;Female;1974-11-13;50;130000,00;2;Sulzbach Taunus;Germany;2021-12-30
18126;Larry Ortega;Male;1964-06-09;60;130000,00;2;Leeds;United Kingdom;2022-11-21
18127;Franklin He;Male;1964-03-22;60;130000,00;2;London;United Kingdom;2022-11-03
18128;Roberto Suarez;Male;1963-06-06;61;90000,00;2;Bobigny;France;2023-04-15
18129;Elizabeth Rodriguez;Female;1962-12-04;62;100000,00;2;Chatou;France;2023-06-05
18130;Kaitlyn Mitchell;Female;1962-08-08;62;130000,00;3;Neunkirchen;Germany;2022-01-08
18131;Ann Malhotra;Female;1961-07-06;63;110000,00;2;Roissy en Brie;France;2021-09-16
18132;Adrienne Blanco;Female;1961-12-20;63;110000,00;2;Sèvres;France;2021-09-14
18133;Karen Smith;Female;1978-01-02;46;120000,00;3;Frankfurt;Germany;2022-02-07
18134;Melody Romero;Female;1967-01-22;57;120000,00;3;Hof;Germany;2022-02-12
18135;Blake Diaz;Male;1967-12-13;57;120000,00;3;Gateshead;United Kingdom;2022-11-04
18136;Carl Xie;Male;1967-09-03;57;130000,00;3;London;United Kingdom;2022-11-16
18137;Gabriel Kumar;Male;1960-07-10;64;90000,00;2;Saint Germain en Laye;France;2021-09-03
18138;Walter Alonso;Male;1960-08-08;64;100000,00;2;Paris;France;2023-12-06
18139;Jennifer Washington;Female;1971-08-08;53;120000,00;3;Hamburg;Germany;2022-02-23
18140;Anthony White;Male;1960-12-30;64;130000,00;3;Neunkirchen;Germany;2022-02-21
18141;Deanna Chandra;Female;1966-10-03;58;130000,00;3;Berkshire;United Kingdom;2022-11-04
18142;Riley Bradley;Female;1959-10-12;65;80000,00;3;Roubaix;France;2023-10-28
18143;Chad Shen;Male;1950-05-14;74;70000,00;5;Paris;France;2021-10-05
18144;Katie Chapman;Female;1955-11-03;69;80000,00;5;Paris;France;2023-11-30
18145;David So;Male;1961-02-11;63;80000,00;5;Bonn;Germany;2023-02-10
18146;Eugene Wang;Male;1949-12-26;75;90000,00;5;Hamburg;Germany;2023-10-23
18147;Katrina Luo;Female;1950-04-22;74;170000,00;3;York;United Kingdom;2022-11-27
18148;Jaclyn Huang;Female;1951-05-13;73;60000,00;3;Colombes;France;2021-10-16
18149;Rebekah Blanco;Female;1962-03-07;62;100000,00;2;Berkshire;United Kingdom;2023-04-04
18150;Mitchell Deng;Male;1952-01-17;72;80000,00;5;Colombes;France;2023-02-21
18151;Brendan She;Male;1957-11-02;67;80000,00;5;Saint Germain en Laye;France;2023-03-23
18152;Bryant Suri;Male;1951-08-31;73;90000,00;5;Pantin;France;2023-02-26
18153;Karen Gao;Female;1952-04-17;72;100000,00;2;Berlin;Germany;2024-01-02
18154;Calvin She;Male;1952-02-19;72;100000,00;2;Berlin;Germany;2023-05-27
18155;Arianna Morgan;Female;1960-03-07;64;80000,00;4;Billericay;United Kingdom;2023-06-30
18156;Trisha Zhang;Female;1969-07-31;55;80000,00;4;High Wycombe;United Kingdom;2023-09-01
18157;Isabella Hall;Female;1958-09-03;66;90000,00;3;Frankfurt;Germany;2022-04-19
18158;Jeremiah Griffin;Male;1958-12-11;66;90000,00;4;Oxford;United Kingdom;2022-10-28
18159;Jaime Serrano;Female;1965-09-20;59;100000,00;3;Saint Ouen;France;2024-01-23
18160;Bryan Rivera;Male;1965-10-10;59;130000,00;3;Gateshead;United Kingdom;2022-11-17
18161;Tanya Sanz;Female;1959-04-06;65;90000,00;4;Cergy;France;2023-05-24
18162;Misty Pal;Female;1959-01-18;65;90000,00;4;Colombes;France;2023-10-10
18163;Gabriel Zhang;Male;1958-08-11;66;100000,00;3;Metz;France;2021-11-12
18164;Alisha Wang;Female;1959-02-17;65;120000,00;3;Salzgitter;Germany;2022-05-18
18165;Randall Gill;Male;1959-05-16;65;120000,00;3;Birmingham;United Kingdom;2023-04-11
18166;Julian Wood;Male;1959-01-21;65;150000,00;2;Oxford;United Kingdom;2022-11-09
18167;Raul Chander;Male;1957-08-09;67;90000,00;4;Frankfurt am Main;Germany;2022-06-05
18168;Pedro Sanz;Male;1974-08-12;50;130000,00;4;Esher-Molesey;United Kingdom;2022-11-19
18169;Alisha Liang;Female;1962-04-09;62;80000,00;5;Berlin;Germany;2023-03-26
18170;Adam Perez;Male;1957-02-01;67;90000,00;4;Ingolstadt;Germany;2023-03-08
18171;Alejandro Zeng;Male;1956-09-30;68;110000,00;4;Stuttgart;Germany;2022-06-26
18172;Willie Black;Male;1956-12-19;68;130000,00;4;Birmingham;United Kingdom;2023-10-20
18173;Brent Zhang;Male;1956-11-29;68;130000,00;4;London;United Kingdom;2022-11-03
18174;Jill Munoz;Female;1960-12-30;64;90000,00;4;Orly;France;2023-01-30
18175;Carrie Hernandez;Female;1955-11-13;69;90000,00;4;Paris;France;2021-11-22
18176;Bradley Kumar;Male;1955-12-24;69;110000,00;4;Leipzig;Germany;2022-06-10
18177;Reginald Suarez;Male;1961-09-12;63;130000,00;4;London;United Kingdom;2022-11-04
18178;Tracy Goel;Female;1955-10-23;69;160000,00;2;Reading;United Kingdom;2023-06-08
18179;Chelsea McDonald;Female;1954-10-09;70;80000,00;5;Paris;France;2023-04-17
18180;Juan Howard;Male;1955-02-13;69;120000,00;4;Kassel;Germany;2023-05-10
18181;Neil Diaz;Male;1960-10-08;64;150000,00;4;London;United Kingdom;2023-05-26
18182;Kristi Prasad;Female;1954-04-04;70;90000,00;4;Berlin;Germany;2023-04-09
18183;Meagan Schmidt;Female;1954-06-18;70;90000,00;4;Paderborn;Germany;2022-06-22
18184;Leonard Chande;Male;1952-07-08;72;90000,00;5;Paris;France;2023-10-16
18185;Laura Huang;Female;1953-05-05;71;110000,00;4;Leipzig;Germany;2022-06-17
18186;Lori Hernandez;Female;1953-01-29;71;130000,00;5;Newcastle upon Tyne;United Kingdom;2023-04-13
18187;Dennis Gao;Male;1952-08-19;72;150000,00;5;West Sussex;United Kingdom;2023-06-03
18188;Jeffery Wang;Male;1980-09-09;44;60000,00;0;Warrnambool;Australia;2021-04-04
18189;Nancy Mehta;Female;1982-04-20;42;70000,00;0;Silverwater;Australia;2021-04-04
18190;Danny Diaz;Male;1981-02-17;43;70000,00;0;Findon;Australia;2023-03-20
18191;Julie Sharma;Female;1981-02-09;43;80000,00;0;North Sydney;Australia;2023-01-30
18192;Max Hernandez;Male;1979-07-13;45;60000,00;0;North Sydney;Australia;2023-04-06
18193;Louis Yuan;Male;1981-06-20;43;90000,00;0;Lavender Bay;Australia;2021-04-09
18194;Yolanda Kumar;Female;1980-03-11;44;70000,00;0;Perth;Australia;2023-05-22
18195;Walter Sanz;Male;1985-08-16;39;70000,00;0;Lane Cove;Australia;2023-04-21
18196;Ivan Rana;Male;1979-09-20;45;100000,00;0;Coffs Harbour;Australia;2021-05-11
18197;Jenny Zimmerman;Female;1980-01-10;44;110000,00;0;Darlinghurst;Australia;2023-02-19
18198;Cedric Xu;Male;1979-09-21;45;120000,00;5;Darlinghurst;Australia;2021-05-17
18199;Brandy Lopez;Female;1979-09-07;45;130000,00;4;Malabar;Australia;2023-05-30
18200;Alfredo Gomez;Male;1978-12-07;46;90000,00;0;Port Macquarie;Australia;2021-05-07
18201;Karla Xie;Female;1979-04-23;45;100000,00;0;Port Macquarie;Australia;2021-05-14
18202;Erika Gill;Female;1978-10-14;46;100000,00;0;Townsville;Australia;2021-05-30
18203;Louis Kumar;Male;1978-08-26;46;100000,00;0;Milsons Point;Australia;2021-05-11
18204;Tiffany Cai;Female;1979-05-21;45;120000,00;0;Rockhampton;Australia;2021-05-09
18205;Lindsey Raji;Female;1983-05-25;41;90000,00;0;Port Macquarie;Australia;2021-05-08
18206;Bruce Madan;Male;1983-03-17;41;100000,00;0;Coffs Harbour;Australia;2023-04-22
18207;Phillip Gonzalez;Male;1978-03-19;46;100000,00;0;Silverwater;Australia;2021-05-16
18208;Latoya Nara;Female;1976-08-03;48;90000,00;0;Lavender Bay;Australia;2021-05-14
18209;Ann Chandra;Female;1978-03-08;46;110000,00;0;Goulburn;Australia;2021-05-10
18210;Katie Lal;Female;1983-03-23;41;130000,00;4;Silverwater;Australia;2021-05-03
18211;Jaclyn Sun;Female;1977-07-11;47;130000,00;4;Caloundra;Australia;2023-03-01
18212;Marc Ramos;Male;1976-09-06;48;90000,00;0;St. Leonards;Australia;2021-05-15
18213;Sheena Raji;Female;1976-09-16;48;100000,00;0;Cloverdale;Australia;2021-05-11
18214;Ronald Suri;Male;1977-06-26;47;100000,00;0;Melbourne;Australia;2021-05-29
18215;Ashley Taylor;Female;1976-04-03;48;90000,00;0;Rockhampton;Australia;2023-10-31
18216;Susan Zhang;Female;1981-11-22;43;90000,00;0;Townsville;Australia;2023-02-23
18217;Danny Alonso;Male;1975-12-19;49;110000,00;0;Hawthorne;Australia;2021-05-09
18218;Thomas Powell;Male;1981-08-02;43;110000,00;0;Wollongong;Australia;2021-05-11
18219;Felicia Gomez;Female;1981-11-02;43;120000,00;0;Wollongong;Australia;2021-05-22
18220;Brent Huang;Male;1977-05-11;47;110000,00;0;Brisbane;Australia;2021-05-07
18221;Marc Alvarez;Male;1977-02-15;47;160000,00;5;Hawthorne;Australia;2023-08-09
18222;Carolyn Suarez;Female;1980-08-29;44;130000,00;0;St. Leonards;Australia;2021-05-15
18223;Noah Clark;Male;1975-09-21;49;90000,00;5;Corvallis;United States;2023-02-25
18224;Vanessa Perry;Female;1970-04-09;54;90000,00;0;Marysville;United States;2023-11-05
18225;Paige Jenkins;Female;1970-04-22;54;90000,00;0;Marysville;United States;2023-11-05
18226;Joseph Walker;Male;1971-05-03;53;60000,00;1;Seattle;United States;2023-10-20
18227;Miranda Diaz;Female;1977-06-20;47;60000,00;1;Lynnwood;United States;2023-09-29
18228;Adam Parker;Male;1965-10-25;59;60000,00;1;Santa Cruz;United States;2023-10-04
18229;Gabriella Ward;Female;1965-05-19;59;60000,00;1;Burlingame;United States;2023-10-26
18230;Brianna Perry;Female;1970-08-08;54;60000,00;5;Bellflower;United States;2023-11-22
18231;Janet Gutierrez;Female;1964-09-30;60;80000,00;2;Berkeley;United States;2023-11-27
18232;Sophia Edwards;Female;1975-02-08;49;80000,00;1;Novato;United States;2023-11-08
18233;Mackenzie Bailey;Female;1964-02-06;60;60000,00;3;Olympia;United States;2023-09-29
18234;Alexandria Russell;Female;1963-11-01;61;60000,00;1;Sedro Woolley;United States;2023-10-07
18235;Vincent Guo;Male;1975-04-03;49;70000,00;5;Beverly Hills;United States;2023-08-31
18236;Andrew Wilson;Male;1969-05-09;55;80000,00;5;Shawnee;Canada;2023-10-18
18237;Nicole Russell;Female;1974-10-06;50;80000,00;5;Cliffside;Canada;2023-09-30
18238;Eduardo Harris;Male;1975-06-01;49;90000,00;1;Caloundra;Australia;2021-05-05
18239;Alisha Zhu;Female;1980-07-19;44;90000,00;1;Malabar;Australia;2021-05-26
18240;Arthur Smith;Male;1975-04-03;49;90000,00;1;Melton;Australia;2021-05-24
18241;Tony Sharma;Male;1974-09-10;50;90000,00;1;Springwood;Australia;2021-05-07
18242;Christine Pal;Female;1975-01-07;49;90000,00;1;Newcastle;Australia;2021-05-30
18243;Cesar Sai;Male;1980-11-21;44;90000,00;1;Milsons Point;Australia;2021-05-06
18244;Lindsay Chande;Female;1980-07-02;44;100000,00;1;East Brisbane;Australia;2021-05-20
18245;Misty Goel;Female;1973-08-11;51;60000,00;2;Brisbane;Australia;2021-05-16
18246;Terrence Raje;Male;1976-05-23;48;90000,00;2;Springwood;Australia;2021-05-12
18247;Donna Beck;Female;1973-08-13;51;70000,00;5;Melbourne;Australia;2023-07-15
18248;Pedro Moreno;Male;1975-02-18;49;110000,00;1;Caloundra;Australia;2021-05-25
18249;Alison Chander;Female;1975-06-15;49;120000,00;1;Perth;Australia;2021-05-19
18250;Jeremiah Hall;Male;1973-01-13;51;70000,00;5;Geelong;Australia;2021-05-05
18251;Ricky Sanz;Male;1978-10-17;46;70000,00;5;Geelong;Australia;2021-05-29
18252;Alvin Sun;Male;1977-11-21;47;80000,00;5;Bendigo;Australia;2021-05-30
18253;Trisha Guo;Female;1972-02-07;52;80000,00;5;Melbourne;Australia;2023-05-11
18254;Larry Martin;Male;1972-02-19;52;100000,00;0;Lane Cove;Australia;2021-05-21
18255;Rachel Griffin;Female;1976-07-05;48;60000,00;2;Geelong;Australia;2021-05-12
18256;Gilbert Cai;Male;1971-01-17;53;60000,00;3;Brisbane;Australia;2023-02-27
18257;Krista Jimenez;Female;1974-04-09;50;70000,00;5;Cranbourne;Australia;2023-03-16
18258;Cassie Chander;Female;1979-04-20;45;70000,00;0;Matraville;Australia;2023-06-18
18259;Bailey Torres;Female;1982-01-12;42;70000,00;0;Melbourne;Australia;2023-02-20
18260;Jodi Sharma;Female;1976-12-18;48;70000,00;0;Warrnambool;Australia;2021-05-23
18261;Stacy Ramos;Female;1982-01-30;42;70000,00;0;Perth;Australia;2023-08-30
18262;Evelyn Rana;Female;1969-09-25;55;60000,00;3;Sydney;Australia;2023-10-20
18263;Karla Jai;Female;1975-04-19;49;60000,00;3;Coffs Harbour;Australia;2023-02-24
18264;Jeffery Ma;Male;1969-12-03;55;60000,00;4;Darlinghurst;Australia;2023-09-21
18265;Trisha Cai;Female;1975-01-18;49;60000,00;4;North Sydney;Australia;2023-09-17
18266;Mandy Huang;Female;1969-04-13;55;60000,00;4;Melton;Australia;2023-08-04
18267;Brad Jai;Male;1968-11-19;56;60000,00;3;Goulburn;Australia;2023-02-17
18268;Preston Chapman;Male;1968-07-26;56;60000,00;3;South Melbourne;Australia;2021-05-16
18269;Wendy Torres;Female;1974-05-13;50;60000,00;3;Hawthorne;Australia;2021-05-20
18270;Rachael Rana;Female;1968-10-05;56;70000,00;0;Wollongong;Australia;2023-07-02
18271;Darrell Yuan;Male;1979-12-12;45;70000,00;0;North Sydney;Australia;2023-04-08
18272;Autumn Lin;Female;1972-10-14;52;90000,00;3;Lavender Bay;Australia;2021-05-10
18273;Natalie Moore;Female;1973-04-08;51;90000,00;4;Melbourne;Australia;2021-05-28
18274;Carla Sanchez;Female;1978-11-19;46;90000,00;4;Newcastle;Australia;2023-10-25
18275;Heather Yang;Female;1968-01-24;56;70000,00;1;Gold Coast;Australia;2021-05-14
18276;Alexa Murphy;Female;1973-08-03;51;60000,00;1;Cranbourne;Australia;2021-06-17
18277;Terry Lal;Male;1968-03-13;56;60000,00;1;Hawthorne;Australia;2021-06-15
18278;Lucas Powell;Male;1966-11-21;58;60000,00;1;Sunbury;Australia;2023-04-09
18279;Rachael Suri;Female;1967-03-20;57;60000,00;1;Wollongong;Australia;2023-12-06
18280;Jimmy Alonso;Male;1966-11-21;58;60000,00;1;Hobart;Australia;2023-11-22
18281;Jaclyn Li;Female;1978-06-14;46;60000,00;1;Milsons Point;Australia;2021-06-01
18282;Candace Kapoor;Female;1972-06-05;52;100000,00;0;Gold Coast;Australia;2023-02-13
18283;Mallory Vazquez;Female;1972-01-11;52;100000,00;0;Hobart;Australia;2023-08-02
18284;Carl Deng;Male;1972-01-23;52;100000,00;0;Hobart;Australia;2021-06-13
18285;Roberto Romero;Male;1966-02-01;58;60000,00;1;Newcastle;Australia;2023-04-01
18286;Holly Suri;Female;1977-05-06;47;60000,00;1;Caloundra;Australia;2023-02-19
18287;Heather Zeng;Female;1938-09-30;86;40000,00;2;Lavender Bay;Australia;2023-02-26
18288;Daisy Suarez;Female;1971-02-24;53;70000,00;0;Goulburn;Australia;2021-06-07
18289;Jaclyn Raji;Female;1971-02-24;53;80000,00;5;Milsons Point;Australia;2023-10-15
18290;Audrey Hernandez;Female;1975-10-18;49;70000,00;0;Darlinghurst;Australia;2023-02-08
18291;Jennifer Hill;Female;1969-08-10;55;70000,00;0;Melton;Australia;2023-06-20
18292;Louis Tang;Male;1975-08-06;49;70000,00;0;South Melbourne;Australia;2023-08-02
18293;Austin Butler;Male;1964-10-31;60;90000,00;1;Rockhampton;Australia;2023-01-28
18294;Denise Prasad;Female;1965-03-05;59;90000,00;1;Sunbury;Australia;2023-05-12
18295;Ajay Solanki;Female;1965-01-05;59;90000,00;2;Brisbane;Australia;2023-04-21
18296;Trisha Li;Female;1969-05-15;55;70000,00;0;Coffs Harbour;Australia;2021-06-10
18297;Gloria Alvarez;Female;1974-08-22;50;70000,00;0;Milsons Point;Australia;2021-06-25
18298;Geoffrey Malhotra;Male;1973-10-06;51;70000,00;5;North Ryde;Australia;2023-07-19
18299;Colin Deng;Male;1967-09-20;57;70000,00;5;Townsville;Australia;2023-07-25
18300;Diane Ramos;Female;1967-01-09;57;60000,00;1;Cloverdale;Australia;2023-04-15
18301;Julie Xu;Female;1963-08-09;61;90000,00;2;Sunbury;Australia;2021-06-08
18302;Wayne Xie;Male;1969-08-23;55;90000,00;2;Cranbourne;Australia;2021-06-25
18303;Shannon Serrano;Male;1964-01-07;60;90000,00;2;North Sydney;Australia;2021-06-17
18304;Yolanda She;Female;1963-04-27;61;70000,00;1;Silverwater;Australia;2023-04-21
18305;Kelvin Xu;Male;1941-11-21;83;40000,00;2;Warrnambool;Australia;2023-07-09
18306;Margaret Lin;Female;1977-05-06;47;70000,00;5;Melbourne;Australia;2023-06-15
18307;Amy Zhang;Female;1961-11-04;63;70000,00;1;Goulburn;Australia;2021-06-12
18308;Erica Chen;Female;1967-03-05;57;70000,00;1;South Melbourne;Australia;2021-06-10
18309;Mandy Wu;Female;1961-09-14;63;70000,00;1;Port Macquarie;Australia;2021-06-02
18310;Lance Romero;Male;1955-04-03;69;10000,00;2;Rhodes;Australia;2023-06-12
18311;Jennifer Mitchell;Female;1980-11-09;44;40000,00;0;El Cajon;United States;2023-12-15
18312;Miguel Moore;Male;1980-07-19;44;40000,00;0;Daly City;United States;2023-04-02
18313;Arianna Foster;Female;1985-11-12;39;30000,00;0;Burlingame;United States;2023-11-30
18314;Eric Perry;Male;1986-05-15;38;30000,00;0;Langley;Canada;2023-03-21
18315;Melody Dominguez;Female;1985-10-01;39;30000,00;0;Carol Stream;United States;2023-06-27
18316;Justin Kumar;Male;1986-05-26;38;30000,00;0;Olympia;United States;2023-10-25
18317;Samantha Jones;Female;1985-11-15;39;30000,00;0;Shawnee;Canada;2023-11-21
18318;Benjamin Hughes;Male;1986-02-22;38;40000,00;0;Lynnwood;United States;2023-10-01
18319;Aimee Sun;Female;1948-08-12;76;30000,00;2;Rhodes;Australia;2023-04-24
18320;Luis Jai;Male;1984-10-02;40;30000,00;0;Vancouver;Canada;2023-09-10
18321;Sebastian Cook;Male;1985-02-06;39;30000,00;0;Woodburn;United States;2023-03-27
18322;Antonio Ross;Male;1985-03-14;39;30000,00;0;Port Hammond;Canada;2023-04-05
18323;Jeremy Clark;Male;1983-11-20;41;40000,00;0;Edmonds;United States;2023-07-19
18324;Jackson Butler;Male;1983-10-16;41;40000,00;0;Langford;Canada;2023-12-18
18325;Colleen Xu;Female;1944-04-05;80;40000,00;2;Hobart;Australia;2023-03-01
18326;Jay Srini;Male;1944-06-20;80;40000,00;2;Matraville;Australia;2023-09-25
18327;Jon Sharma;Male;1982-07-24;42;30000,00;0;Berkeley;United States;2023-03-28
18328;Alvin Rai;Male;1983-04-19;41;40000,00;0;Concord;United States;2023-10-09
18329;Marcus Bailey;Male;1985-02-14;39;30000,00;0;N. Vancouver;Canada;2023-01-30
18330;Kellie Diaz;Female;1950-03-04;74;60000,00;2;Sunbury;Australia;2023-03-14
18331;Jerry Chande;Male;1951-06-05;73;30000,00;2;Cranbourne;Australia;2021-06-29
18332;Emmanuel Malhotra;Male;1945-07-11;79;30000,00;2;Cranbourne;Australia;2021-06-28
18333;Meredith Patel;Female;1952-08-17;72;30000,00;2;Caloundra;Australia;2023-12-24
18334;Edwin Ye;Male;1947-04-25;77;30000,00;2;Cloverdale;Australia;2021-06-06
18335;Ricky Diaz;Male;1953-10-05;71;40000,00;2;Gold Coast;Australia;2021-06-05
18336;Carla Gonzalez;Female;1947-07-09;77;40000,00;2;Malabar;Australia;2021-06-15
18337;Audrey Serrano;Female;1953-08-10;71;50000,00;2;Townsville;Australia;2021-06-03
18338;Nina Andersen;Female;1959-01-08;65;50000,00;2;Warrnambool;Australia;2021-06-04
18339;Donna Nath;Female;1981-12-01;43;40000,00;0;Bellflower;United States;2023-10-13
18340;Arianna Cooper;Female;1981-10-20;43;40000,00;0;Berkeley;United States;2023-11-08
18341;Russell Goel;Male;1981-10-31;43;40000,00;0;Coronado;United States;2024-01-12
18342;Victoria James;Female;1982-01-12;42;40000,00;0;National City;United States;2023-05-26
